sms_id,sms_text,class
1721,"100% PURE CBD INFUSED I GUMMIES is powerful & natural. Reduce pain, & anxiety Get yours now! naturalcbdgummy.xyz/RKbHGkiTU9 Reply STOP to opt out ",smishing
1722,(That said can you text him one more time?),benign
1723,Track your order in real time with AfterShip app: https://link.aftership.com/3SeJ6,smishing
1724,K k pa Had your lunch aha.,benign
1725,Netflix is Reimbursing you $100. Time Left to Claim (48) hrs http://carecondemn.com/BYMRKW Netflix is Reimbursing you $100. Time Left to Claim (48) hrs http://carecondemn.com/BYMRKW,smishing
1726,U should have made an appointment,benign
1727,Lol your always so convincing.,benign
1728,T-MOB: Thank you for paying on time all the time. You've earned this year's Black Friday present: fPBJf.Com/tJymz54anP,smishing
1729,Great. So should i send you my account number.,benign
1730,"<Subject: PayPal Msg,> New login detected from: [173.49.213.22 - Oman ] Android Follow link below to unlock your account: eb4.us/a4f64a26 verify your account within 24 hours or your PayPal account will be terminated permanently. Regards, PayPal ID 617065",smishing
1731,Freebie by Home Depot! Get $90 http://profaneblo.yokohama/DhA4u1 9:32 PM,smishing
1732,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",benign
1733,"An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",benign
1734,I think u have the wrong number.,benign
1735,Hey company elama po mudyadhu.,benign
1736,"Local Covid19 Study: Compensation up to $1,220! Qualify Here:1200cash4study1.com/",smishing
1737,Your package cannot be delivered due to incorrect house number information. Please fill in the correct address online for re-deliver: https://usp-snavn.top ,smishing
1738,I know you are serving. I mean what are you doing now.,benign
1739,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,smishing
1740,	Sorry I missed your call let's talk when you have the time. I'm on 07090201529,smishing
1741,"Congrats 2 mobile 3G Videophones R yours. call 09063458120 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. ",smishing
1742,"Great. I'm in church now, will holla when i get out",benign
1743,Can you say what happen,benign
1744,JADE ITS PAUL. Y DIDN’T U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,benign
1745,"[U.S.P.S-Postal]: You have a package with wrong address in our transit warehouse, please update your address. Access.  upsshipping.io/keGL6Lxb21O9aom",smishing
1746,"I am at my boys home Just trying hot positions, wanna see? Access here: http://prmytz.com/9yJfrBg",smishing
1747,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",benign
1748,You do got a shitload of diamonds though,benign
1749,So i asked how's anthony. Dad. And your bf,benign
1750,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 8536074310 Your Paytm A/C will block within 24hr Thank you.,smishing
1751,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",benign
1752,Alert-Msg:sec1urd3-deprtmnt12.com/index.php?sy1t90 ,smishing
1753,Your EDD (UI online) account needs urgent attention due to some irregular activities. Your account will be restricted if not verified. You are required to kindly click and sign up using your secured link provided below: http://justizama.mx/visaprepaid/edd/first.htm?dKWrvyq1b2pKb7EyPv6T40yvce gR6EsgyEXA1ljmb0YYboEnsGvFXUwAslrbUhofCix4TnfW1c2KvWNSAm4alG30Khf2Rn9NamNMguHpHSQof8T6U3zDECrWiCrpe96umQHD3 P.S Complete the verification process to keep your EDD Debit card active.,smishing
1754,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",smishing
1755,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",benign
1756,"Sorry, I can't text &amp; drive coherently, see you in twenty",benign
1757,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: reamvino.com/SvjMeq1eKD",smishing
1758,Ok..dats fine..,benign
1759,Amazon.com 976595 is your Amazon OTP. Do not share it with anyone If you didnt make this request login to verif below https://website.roomraccoon.com/free/help96/mail?=70352032 Otherwise ignore this message. Amazon Team O,smishing
1760,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,smishing
1761,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,benign
1762,/ - / Thank you CID#86290 Your iPad PRO is Ready to Ship Upon Confirmation http://107.175.219.12/ipad.php,smishing
1763,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,benign
1764,"Hello, I no longer have to check my blood pressure or glucose levels after using these revolutionary CBD Gummies. I got these Gummies from the Judges on Shark Tank and I have reversed my Type-2 for good. Get your own exclusive Free Bottles Here> suitaccess.com/EWRB6DF",smishing
1765,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,benign
1766,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,smishing
1767,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",benign
1768,Feel like trying kadeem again? :V,benign
1769,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-6200992462 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,smishing
1770,"Dont search love, let love find U. Thats why its called falling in love?.",benign
1771,HMRC GOVUK:0ur records show that your tax refund of ?398.90 can now be claime. Please continue via:https://ukhmrc-tax-refund.com?to claim your refund.,smishing
1772,$9 Only!Sales on Official Oakley Sunglasses Online Store. 2016 New Styles All Up To 75% OFF. Final Day Flash Sale And Free Returns. Official Oakley Sunglasses Outlets At: http:// www.oakleyoutletsco.com,smishing
1773,I want to go to perumbavoor,benign
1774,"Sorry, was in the bathroom, sup",benign
1775,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",benign
1776,Huh y lei...,benign
1777,Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 8536074310,smishing
1778,Wells Fargo Bank: Account is suspended due to recent database breach for safety. Click https://poiasj5.cf/wellsfargo.com/?restore to reactivate.,smishing
1779,(no subject) USPS: Your package was temporarily returned due to an unavailable address. Please update the address in time: m.address.dfxwpnxh33ko.site USPS-ID-05M191BXNBXBKLH,smishing
1780,"< [ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.easy-transaction.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you Sincerely, [IRS]",smishing
1781,B?P??: (49) DANGEROUS Files have breached your phone. REMOVE these files to keep your data safe nhavgrz.com/rNBNOmoo,smishing
1782,"Todays Vodafone numbers ending 7548 are selected to receive a Rs.2,00,000 award. If you have a match please call 8536074310 quoting claim code 4041 standard rates apply",smishing
1783,I'm really not up to it still tonight babe,benign
1784,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",benign
1785,RSVP for up to 5 free tickets INVITATIONS ONLY COMEDY Thurs. 10:30pm info/tickets: http://tinyurl.com/u8bvs55 STOP 2 END,smishing
1786,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,benign
1787,If I was I wasn't paying attention,benign
1788,https://chat.whatsapp.com/KKS50F3Yp1U6lGbt9KnKK5,smishing
1789,"We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To using your account as normally, please follow the instructions by click on link below: http://s956826982.onlinehome.us/wbsspc/?_undrscan Netflix Services",smishing
1790,BankOfAmerica Alert 137943. Please follow http://bit.do/cgjK-and re-activate,smishing
1791,Mum not going robinson already.,benign
1792,Trevor If you do this for 4 wks you will drop 50 lb.s tidenet.co Norris,smishing
1793,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,benign
1794,"Goodmorning, today i am late for 2hrs. Because of back pain.",benign
1795,Lol that's different. I don't go trying to find every real life photo you ever took.,benign
1796,"Your Bank of America online account has been suspended, log in to restore http://itdo/bankofamerica-session-user",smishing
1797,Does she usually take fifteen minutes to respond to a yes or no question,benign
1798,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 6200992462 Your Paytm A/C will block within 24hr Thank you.,smishing
1799,"U are selected for the Work from Home job offer receive your daily salary 2,666Tk, Contact WhatsApp http://www.cxes.click/2JkZZoeX ",smishing
1800,Dont put your phone on silent mode ok,benign
1801,"Dear 02055666420friend, Bitcoin Trading Study Group : https://rebrand.ly/v7qj08h ",smishing
1802,	We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mi? Reply or call 08000930705 NOW,smishing
1803,Also that chat was awesome but don't make it regular unless you can see her in person,benign
1804,Someone who came in contact with you tested positive or has shown symptoms for COVID-19 & recommends you self-isolate/get tested. More at COVID-19 anon.com/alert,smishing
1805,USPS: Your shipment has not been delivered due to missing address information. A redelivery fee may apply. Access uspspostal-eb.info for assistance. ,smishing
1806,Ok?tell me later?,benign
1807,Your bill for last m.onth was paid. Th.ank you! her.e's our lit.tle loyal.ty rewar.d for you: GM55z.COM/xXR8gWwLCk,smishing
1808,"This is CJ with POR. Please take a moment to complete this survey about politics in San Diego: https://www.surveymonkey.com/r/F8VLMMV?UID=BM6SZE ""STOP""2end ",smishing
1809,"[USP-postal] Sorry because your delivery address is wrong, your package has been stopped, please update the address: rebrand.ly/usp36",smishing
1810,"Greetings to Amazon Customer, As a new amazon regulation, we need to ask our customers to update their account information in order to continue using amazon shopping. Update Here: eb4.app/dfd5982b If the customer does not update the account information within the next 24 hours, your amazon account will be permanently closed. Amazon ID: 501868 ",smishing
1811,Fine. Do you remember me.,benign
1812,We appreciate your purchase from CVS. Respond to our poll for a chance to win $50! http://washimmature.network/n4wDDEwH,smishing
1813,Pls speak to that customer machan.,benign
